Start Map	X	Y	End Map	DestX	DestY	Group	Friendly Name
ROUTE_16	9	6	ROUTE_16_GATE	0	4	Celadon	Celadon to Route 16 Gate Entrance
ROUTE_16	9	7	ROUTE_16_GATE	0	5	Celadon	Celadon to Route 16 Gate Entrance 2
CELADON_CITY	4	9	CELADON_DEPT_STORE_1F	7	7	Celadon	CELADON_DEPT_STORE_1F Entrance
CELADON_CITY	16	9	CELADON_MANSION_1F	6	9	Celadon	Celadon Mansion Front  Entrance
CELADON_CITY	16	3	CELADON_MANSION_1F	3	0	Celadon	Celadon Mansion Back Entrance
CELADON_CITY	17	3	CELADON_MANSION_1F	3	0	Celadon	Celadon Mansion Back Entrance 2
CELADON_CITY	29	9	CELADON_POKECENTER_1F	3	7	Celadon	CELADON_POKECENTER_1F Entrance
CELADON_CITY	18	19	CELADON_GAME_CORNER	14	13	Celadon	CELADON_GAME_CORNER Entrance
CELADON_CITY	23	19	CELADON_GAME_CORNER_PRIZE_ROOM	2	5	Celadon	CELADON_GAME_CORNER_PRIZE_ROOM Entrance
CELADON_CITY	10	29	CELADON_GYM	4	17	Celadon Gym Outside	CELADON_GYM Entrance
CELADON_CITY	25	29	CELADON_CAFE	6	7	Celadon	CELADON_CAFE Entrance
ROUTE_7	15	6	ROUTE_7_SAFFRON_GATE	0	4	Celadon	Route 7 to Saffron Gate Entrance
ROUTE_7	15	7	ROUTE_7_SAFFRON_GATE	0	5	Celadon	Route 7 to Saffron Gate Entrance 2
ROUTE_15	2	4	ROUTE_15_FUCHSIA_GATE	9	4	East Kanto	Route 15 to Fuschia Gate Entrance
ROUTE_15	2	5	ROUTE_15_FUCHSIA_GATE	9	5	East Kanto	Route 15 to Fuschia Gate Entrance 2
ROUTE_12	11	33	ROUTE_12_SUPER_ROD_HOUSE	2	7	East Kanto	ROUTE_12_SUPER_ROD_HOUSE Entrance
LAVENDER_TOWN	5	5	LAVENDER_POKECENTER_1F	3	7	East Kanto	LAVENDER_POKECENTER_1F Entrance
LAVENDER_TOWN	5	9	MR_FUJIS_HOUSE	2	7	East Kanto	MR_FUJIS_HOUSE Entrance
LAVENDER_TOWN	3	13	LAVENDER_SPEECH_HOUSE	2	7	East Kanto	LAVENDER_SPEECH_HOUSE Entrance
LAVENDER_TOWN	7	13	LAVENDER_NAME_RATER	2	7	East Kanto	LAVENDER_NAME_RATER Entrance
LAVENDER_TOWN	1	5	LAVENDER_MART	3	7	East Kanto	LAVENDER_MART Entrance
LAVENDER_TOWN	13	11	SOUL_HOUSE	4	7	East Kanto	SOUL_HOUSE Entrance
LAVENDER_TOWN	14	5	LAV_RADIO_TOWER_1F	2	7	East Kanto	LAV_RADIO_TOWER_1F Entrance
VERMILION_CITY	5	5	VERMILION_FISHING_SPEECH_HOUSE	2	7	Vermilion	VERMILION_FISHING_SPEECH_HOUSE Entrance
VERMILION_CITY	9	5	VERMILION_POKECENTER_1F	3	7	Vermilion	VERMILION_POKECENTER_1F Entrance
VERMILION_CITY	7	13	POKEMON_FAN_CLUB	2	7	Vermilion	POKEMON_FAN_CLUB Entrance
VERMILION_CITY	13	13	VERMILION_MAGNET_TRAIN_SPEECH_HOUSE	2	7	Vermilion	VERMILION_MAGNET_TRAIN_SPEECH_HOUSE Entrance
VERMILION_CITY	21	13	VERMILION_MART	3	7	Vermilion	VERMILION_MART Entrance
VERMILION_CITY	21	17	VERMILION_DIGLETTS_CAVE_SPEECH_HOUSE	2	7	Vermilion	VERMILION_DIGLETTS_CAVE_SPEECH_HOUSE Entrance
VERMILION_CITY	10	19	VERMILION_GYM	4	17	Vermillion Gym Access	VERMILION_GYM Entrance
VERMILION_CITY	19	31	VERMILION_PORT_PASSAGE	15	0	Vermilion	VERMILION_PORT_PASSAGE Entrance
VERMILION_CITY	20	31	VERMILION_PORT_PASSAGE	16	0	Vermilion	VERMILION_PORT_PASSAGE Entrance 2
VERMILION_CITY	34	7	DIGLETTS_CAVE	3	33	Snorlax	Vermilion Digletts Cave Entrance
ROUTE_6	17	3	ROUTE_6_UNDERGROUND_PATH_ENTRANCE	3	7	Vermilion Power	ROUTE_6_UNDERGROUND_PATH_ENTRANCE Entrance
ROUTE_6	6	1	ROUTE_6_SAFFRON_GATE	4	7	Vermilion	Route 6 to Saffron Gate Entrance
