Ecruteak East to Route 42 Gate Entrance 2	(Ecruteak)	->	Ecruteak Exit from Route 42  2	(Ecruteak/Route 42 Gate)
ECRUTEAK_TIN_TOWER_ENTRANCE Entrance	(Ecruteak)	->	Tin Tower Access Exit	(Tin Tower Access Entrance)
WISE_TRIOS_ROOM Entrance	(Ecruteak Tin Tower)	->	Wise Trio East Exit	(Wise Trio East)
WISE_TRIOS_ROOM Entrance 2	(Ecruteak Tin Tower)	->	Wise Trio East Exit 2	(Wise Trio East)
ECRUTEAK_POKECENTER_1F Entrance	(Ecruteak)	->	ECRUTEAK_POKECENTER_1F Exit	(Ecruteak Center)
ECRUTEAK_LUGIA_SPEECH_HOUSE Entrance	(Ecruteak)	->	ECRUTEAK_LUGIA_SPEECH_HOUSE Exit	(Ecruteak Lugia House)
DANCE_THEATRE Entrance	(Ecruteak)	->	DANCE_THEATRE Exit	(Dance Theater)
ECRUTEAK_MART Entrance	(Ecruteak)	->	ECRUTEAK_MART Exit 2	(Ecruteak Mart)
ECRUTEAK_GYM Entrance	(Ecruteak)	->	ECRUTEAK_GYM Exit	(Ecruteak Gym)
ECRUTEAK_ITEMFINDER_HOUSE Entrance	(Ecruteak)	->	ECRUTEAK_ITEMFINDER_HOUSE Exit	(Ecruteak Itemfinder House)
TIN_TOWER_1F Entrance	(Ecruteak Tin Tower)	->	Tin Tower Exit	(Tin Tower 1F)
BURNED_TOWER_1F Entrance	(Ecruteak)	->	Burned Tower Exit	(Burned Tower 1F)
Ecruteak West to Route 38 Gate Entrance	(Ecruteak)	->	Ecruteak Exit from Route 38 	(Ecruteak/Route 38 Gate)
Ecruteak West to Route 38 Gate Entrance 2	(Ecruteak)	->	Ecruteak Exit from Route 38  2	(Ecruteak/Route 38 Gate)
MAHOGANY_MART_1F Entrance	(Mahogany)	->	Mahogany Shop  Exit	(Rocket Base Entrance)
MAHOGANY_RED_GYARADOS_SPEECH_HOUSE Entrance	(Mahogany)	->	MAHOGANY_RED_GYARADOS_SPEECH_HOUSE Exit	(Mahogoney Gyarados House)
MAHOGANY_GYM Entrance	(Mahogany Rockets Cleared)	->	MAHOGANY_GYM Exit	(Mahogany Gym)
MAHOGANY_POKECENTER_1F Entrance	(Mahogany)	->	MAHOGANY_POKECENTER_1F Exit	(Mahogany Center)
Mahogany North to Route 43 Gate Entrance	(Mahogany)	->	Mahogany Exit from Route 43 	(Mahogany/Route 43 Gate)
LAKE_OF_RAGE_HIDDEN_POWER_HOUSE Entrance	(Lake Of Rage Cut)	->	LAKE_OF_RAGE_HIDDEN_POWER_HOUSE Exit	(Lake Of Rage Hidden Power House)
LAKE_OF_RAGE_MAGIKARP_HOUSE Entrance	(Lake Of Rage)	->	LAKE_OF_RAGE_MAGIKARP_HOUSE Exit	(Lake Of Rage Magikarp House)
BLACKTHORN_GYM_1F Entrance	(Blackthorn Rockets Cleared)	->	BLACKTHORN_GYM_1F Exit	(Blackthorn Gym 1F Main)
BLACKTHORN_DRAGON_SPEECH_HOUSE Entrance	(Blackthorn)	->	BLACKTHORN_DRAGON_SPEECH_HOUSE Exit	(Blackthorn Dragon Speech House)
BLACKTHORN_EMYS_HOUSE Entrance	(Blackthorn)	->	Blackthorn Trade House Exit	(Blackthorn Trade House)
BLACKTHORN_MART Entrance	(Blackthorn)	->	BLACKTHORN_MART Exit 2	(Blackthorn Mart)
BLACKTHORN_POKECENTER_1F Entrance	(Blackthorn)	->	BLACKTHORN_POKECENTER_1F Exit	(Blackthorn Poke Center)
MOVE_DELETERS_HOUSE Entrance	(Blackthorn)	->	MOVE_DELETERS_HOUSE Exit	(Move Deleters)
Blackthorn City Ice Path Entrance	(Blackthorn)	->	Ice Path Blackthorn City Exit	(Ice Path Blackthorn Side)
DRAGONS_DEN_1F Entrance	(Blackthorn Clair Defeated Surf)	->	DRAGONS_DEN_1F Exit	(Dragons Den Hall 1)
SILVER_CAVE_POKECENTER_1F Entrance	(Silver Outside)	->	SILVER_CAVE_POKECENTER_1F Exit	(Silver Center)
SILVER_CAVE_ROOM_1 Entrance	(Silver Outside)	->	SILVER_CAVE_ROOM_1 Exit	(Silver Cave Room 1)
Route 26 North to Victory Road Gate Entrance	(Route 26)	->	Victory Road Gate to Route 26 	(Victory Road Gate 8 Badges)
ROUTE_26_HEAL_HOUSE Entrance	(Route 26)	->	ROUTE_26_HEAL_HOUSE Exit	(Route 26 Heal House)
DAY_OF_WEEK_SIBLINGS_HOUSE Entrance	(Route 26)	->	Siblings House Exit	(Siblings House)
ROUTE_27_SANDSTORM_HOUSE Entrance	(Tojho Exit)	->	ROUTE_27_SANDSTORM_HOUSE Exit	(Route 27 Sandstorm House)
Tojho Falls West Entrance	(Tojho West)	->	Tojho West Exit	(Tojho Falls West)
Tojho Falls East Entrance	(Tojho Exit)	->	Tojho Falls East Exit	(Tojho Falls East)
ROUTE_28_STEEL_WING_HOUSE Entrance	(28 Cut)	->	ROUTE_28_STEEL_WING_HOUSE Exit	(Steel Wing House)
Route 28 East to Victory Road Gate Entrance	(Silver Outside)	->	Victory Road Gate to Route 28 	(Victory Road Gate Mt Silver)
Route 29 to Route 46 Gate Entrance	(Cherrygrove)	->	Route 46 to Route 29 Gate Exit	(Route 29/46 Gate)
ROUTE_30_BERRY_HOUSE Entrance	(Cherrygrove)	->	ROUTE_30_BERRY_HOUSE Exit	(Route 30 Berry House)
MR_POKEMONS_HOUSE Entrance	(Cherrygrove)	->	MR_POKEMONS_HOUSE Exit	(Mr Pokemon)
ROUTE_31_VIOLET_GATE Entrance	(Route 31)	->	Violet to Route 31 Gate Exit	(Violet/Route 31 Gate)
ROUTE_31_VIOLET_GATE Entrance 2	(Route 31)	->	Violet to Route 31 Gate Exit 2	(Violet/Route 31 Gate)
DARK_CAVE_VIOLET_ENTRANCE Entrance	(Route 31)	->	Dark Cave Violet Exit	(Dark Cave Violet)
ROUTE_32_POKECENTER_1F Entrance	(Route 32)	->	ROUTE_32_POKECENTER_1F Exit	(Route 32 Center)
Route 32 to Ruins Gate Entrance	(Violet)	->	Route 32 to Ruins Gate Exit	(Ruins/Route 32 Gate)
Route 32 to Ruins Gate Entrance 2	(Violet)	->	Route 32 to Ruins Gate Exit 2	(Ruins/Route 32 Gate)
Route 32 Union Cave Entrance	(Route 32)	->	Union Cave Violet Exit	(Union Cave Main)
Route 33 Union Cave Entrance	(Azalea)	->	Union Cave Azalea Exit	(Union Cave Main)
Route 34 to Ilex Gate Entrance	(Goldenrod)	->	Ilex to Route 34 Gate Exit	(Ilex/Route 34 Gate)
Route 34 to Ilex Gate Entrance 2	(Goldenrod)	->	Ilex to Route 34 Gate Exit 2	(Ilex/Route 34 Gate)
Route 34 Daycare Entrance	(Goldenrod)	->	Daycare to Route Exit	(Daycare)
Route 34 Daycare Entrance 2	(Goldenrod)	->	Daycare to Route Exit 2	(Daycare)
Day Care Pokemon Entrance	(Day Care Outside)	->	Daycare to Pokemon 	(Daycare)
Route 35 to Goldenrod Gate Entrance	(Route 35 Route)	->	Goldenrod To Route 35 Gate Exit	(Goldenrod/Route 35 Gate)
Route 35 to Goldenrod Gate Entrance 2	(Route 35 Route)	->	Goldenrod To Route 35 Gate Exit 2	(Goldenrod/Route 35 Gate)
Route 35 to National Park Gate Entrance	(Route 35 Route)	->	National Park to Route 35 Gate Exit	(National Park/Route 35 Gate)
Route 36 to National Park Gate Entrance	(Route 36)	->	National Park to Route 36 Gate Exit	(National Park/Route 36 Gate)
Route 36 to National Park Gate Entrance 2	(Route 36)	->	National Park to Route 36 Gate Exit 2	(National Park/Route 36 Gate)
Route 36 to Ruins Gate Entrance	(Violet)	->	Ruins to Route 36 Gate Exit	(Ruins/Route 36 Gate)
Route 36 to Ruins Gate Entrance 2	(Violet)	->	Ruins to Route 36 Gate Exit 2	(Ruins/Route 36 Gate)
Route 38 to Ecruteak Gate Entrance	(Olivine)	->	Route 38 Exit from Ecruteak 	(Ecruteak/Route 38 Gate)
Route 38 to Ecruteak Gate Entrance 2	(Olivine)	->	Route 38 Exit from Ecruteak  2	(Ecruteak/Route 38 Gate)
ROUTE_39_BARN Entrance	(Olivine)	->	Miltank Barn Exit	(Miltank Barn)
ROUTE_39_FARMHOUSE Entrance	(Olivine)	->	Farmhouse Exit	(Farmhouse)
Route 40 to Battle Tower Gate Entrance	(Olivine)	->	Battle Tower to Route 40 Gate Exit	(Battle Tower/Route 40 Gate)
WHIRL_ISLAND_NW Entrance	(Whirl NW)	->	WHIRL_ISLAND_NW Exit	(Whirl Island NW Exit)
WHIRL_ISLAND_NE Entrance	(Whirl NE)	->	WHIRL_ISLAND_NE Exit	(Whirl Island NE)
WHIRL_ISLAND_SW Entrance	(Whirl SW)	->	WHIRL_ISLAND_SW Exit	(Whirl Island SW)
WHIRL_ISLAND_SE Entrance	(Whirl SE)	->	Whirl Island SE Exit	(Whirl Island SE)
Route 42 to Ecruteak Gate Entrance	(Route 42 West)	->	Route 42 Exit from Ecruteak 	(Ecruteak/Route 42 Gate)
Route 42 to Ecruteak Gate Entrance 2	(Route 42 West)	->	Route 42 Exit from Ecruteak  2	(Ecruteak/Route 42 Gate)
Mortar Entrance West Entrance	(Route 42 West)	->	Mt Mortar West Exit	(Mt Mortar West)
Mortar Entrance Center Entrance	(Route 42 Center)	->	Mt Mortar Middle Exit	(Mt Mortar Middle Entrance Hall)
Mortar Entrance East Entrance	(Mahogany)	->	Mt Mortar East Exit	(Mt Mortar East)
Route 43 to Mahogany Gate Entrance	(Lake Of Rage)	->	Route 43 Exit from Mahogoney 	(Mahogany/Route 43 Gate)
Route 43 to Mahogany Gate Entrance 2	(Lake Of Rage)	->	Route 43 Exit from Mahogoney  2	(Mahogany/Route 43 Gate)
Route 43 Gate North Entrance	(Lake Of Rage)	->	Route 43 Gate South Exit	(Route 43 Gate)
Route 43 Gate South Entrance	(Lake Of Rage)	->	Route 43 Gate North Exit	(Route 43 Gate)
Route 43 Gate South Entrance 2	(Lake Of Rage)	->	Route 43 Gate North Exit 2	(Route 43 Gate)
Route 44 Ice Path Entrance	(Mahogany 7 Badges)	->	Ice Path Route 44 Exit	(Ice Path Route 44 Side)
DARK_CAVE_BLACKTHORN_ENTRANCE Entrance	(Blackthorn)	->	Dark Cave North Exit	(Dark Cave North)
Route 46 to Route 29 Gate Entrance	(Blackthorn Lower)	->	Route 29 to Route 46 Gate Exit	(Route 29/46 Gate)
Route 46 to Route 29 Gate Entrance 2	(Blackthorn Lower)	->	Route 29 to Route 46 Gate Exit 2	(Route 29/46 Gate)
Route 46 Dark Cave Entrance	(Blackthorn Lower Still)	->	Dark Cave Route 46 Exit	(Dark Cave Route 46)
PEWTER_NIDORAN_SPEECH_HOUSE Entrance	(West Kanto)	->	PEWTER_NIDORAN_SPEECH_HOUSE Exit	(Pewter Nidoran House)
PEWTER_GYM Entrance	(West Kanto)	->	PEWTER_GYM Exit	(Pewter Gym)
PEWTER_MART Entrance	(West Kanto)	->	PEWTER_MART Exit 2	(Pewter Mart)
PEWTER_POKECENTER_1F Entrance	(West Kanto)	->	PEWTER_POKECENTER_1F Exit	(Pewter Center)
PEWTER_SNOOZE_SPEECH_HOUSE Entrance	(West Kanto)	->	PEWTER_SNOOZE_SPEECH_HOUSE Exit	(Pewter Snooze House)
ROUTE_2_NUGGET_HOUSE Entrance	(Route 2 Diglett)	->	ROUTE_2_NUGGET_HOUSE Exit	(Route 2 Nugget House)
Route 2 Gate North Entrance	(Route 2 Cut)	->	Route 2 North to Route 2 South Gate Exit	(Route 2 Gate)
Route 2 Gate South Entrance	(Route 2 South)	->	Route 2 South to Route 2 North Gate Exit	(Route 2 Gate)
Route 2 Gate South Entrance 2	(Route 2 South)	->	Route 2 South to Route 2 North Gate Exit 2	(Route 2 Gate)
Route 2 Digletts Cave Entrance	(Route 2 Diglett)	->	Digletts Cave Route 2 Exit	(Digletts Cave Route 2 Side)
VIRIDIAN_GYM Entrance	(West Kanto)	->	VIRIDIAN_GYM Exit	(Viridian Gym)
VIRIDIAN_NICKNAME_SPEECH_HOUSE Entrance	(West Kanto)	->	VIRIDIAN_NICKNAME_SPEECH_HOUSE Exit	(Viridian House)
TRAINER_HOUSE_1F Entrance	(West Kanto)	->	TRAINER_HOUSE_1F Exit	(Trainer House 1F)
VIRIDIAN_MART Entrance	(West Kanto)	->	VIRIDIAN_MART Exit 2	(Viridian Mart)
VIRIDIAN_POKECENTER_1F Entrance	(West Kanto)	->	VIRIDIAN_POKECENTER_1F Exit	(Viridian Center)
Route 22 to Victory Road Gate Entrance	(West Kanto)	->	Victory Road Gate to Route 22 	(Victory Road Gate Snorlax)
REDS_HOUSE_1F Entrance	(West Kanto)	->	REDS_HOUSE_1F Exit	(Reds House)
BLUES_HOUSE Entrance	(West Kanto)	->	BLUES_HOUSE Exit	(Blues House)
OAKS_LAB Entrance	(West Kanto)	->	OAKS_LAB Exit	(Oaks Lab)
CINNABAR_POKECENTER_1F Entrance	(Cinnabar)	->	CINNABAR_POKECENTER_1F Exit	(Cinnabar Pokecenter)
SEAFOAM_GYM Entrance	(Seafoam Gym Entrance)	->	SEAFOAM_GYM Exit	(Seafoam Gym)
ROUTE_19_FUCHSIA_GATE Entrance	(Route 19 Boulders)	->	Route 19 Exit from Fuschia  	(Fucshia/Route 19 Gate)
FUCHSIA_MART Entrance	(Fuchsia Back)	->	FUCHSIA_MART Exit 2	(Fuchsia Mart)
SAFARI_ZONE_MAIN_OFFICE Entrance	(Fuchsia)	->	SAFARI_ZONE_MAIN_OFFICE Exit	(Safari Zone Office)
FUCHSIA_GYM Entrance	(Fuchsia)	->	FUCHSIA_GYM Exit	(Fuchsia Gym)
BILLS_BROTHERS_HOUSE Entrance	(Fuchsia)	->	BILLS_BROTHERS_HOUSE Exit	(Fuchsia Bills Brothers House)
FUCHSIA_POKECENTER_1F Entrance	(Fuchsia)	->	FUCHSIA_POKECENTER_1F Exit	(Fuchsia Center)
SAFARI_ZONE_WARDENS_HOME Entrance	(Fuchsia)	->	SAFARI_ZONE_WARDENS_HOME Exit	(Wardens House)
Fuchsia To Route 15 Gate Entrance	(Fuchsia)	->	Route 15 to Fuschia Gate Exit	(Fuchsia/Route 15 Gate)
Fuchsia To Route 15 Gate Entrance 2	(Fuchsia)	->	Route 15 to Fuschia Gate Exit 2	(Fuchsia/Route 15 Gate)
Fuchsia To Route 19 Gate Entrance	(Fuchsia)	->	Fuschia Exit from Route 19 	(Fucshia/Route 19 Gate)
Fuchsia To Route 19 Gate Entrance 2	(Fuchsia)	->	Fuschia Exit from Route 19  2	(Fucshia/Route 19 Gate)
Route 18 to Route 17 Gate Entrance	(Fuchsia)	->	Route 17 to Route 18 Gate Exit	(Fuschia/Cycling Road Gate East)
Route 18 to Route 17 Gate Entrance 2	(Fuchsia)	->	Route 17 to Route 18 Gate Exit 2	(Fuschia/Cycling Road Gate East)
Route 17 to Route 18 Gate Entrance	(Cycling Road)	->	Route 18 to Route 17 Gate Exit	(Fuschia/Cycling Road Gate West)
Route 17 to Route 18 Gate Entrance 2	(Cycling Road)	->	Route 18 to Route 17 Gate Exit 2	(Fuschia/Cycling Road Gate West)
ROUTE_16_FUCHSIA_SPEECH_HOUSE Entrance	(Celadon Cut North)	->	Route 16 Hidden House Exit	(Route 16 Hidden House)
Route 16 to Celadon Gate Entrance	(Cycling Road)	->	Route 16 to Celadon Gate Exit	(Celadon/Cycling Road Gate East)
Route 16 to Celadon Gate Entrance 2	(Cycling Road)	->	Route 16 to Celadon Gate Exit 2	(Celadon/Cycling Road Gate East)
Celadon to Route 16 Gate Entrance	(Celadon)	->	Celadon to Route 16 Gate Exit	(Celadon/Cycling Road Gate West)
Celadon to Route 16 Gate Entrance 2	(Celadon)	->	Celadon to Route 16 Gate Exit 2	(Celadon/Cycling Road Gate West)
CELADON_DEPT_STORE_1F Entrance	(Celadon)	->	CELADON_DEPT_STORE_1F Exit	(Celadon Dept. Store)
Celadon Mansion Front  Entrance	(Celadon)	->	Celadon Mansion Main Exit	(Celadon Mansion 1F)
Celadon Mansion Back Entrance	(Celadon)	->	Celadon Mansion Back Exit	(Celadon Mansion 1F Back)
Celadon Mansion Back Entrance 2	(Celadon)	->	Celadon Mansion Back Exit	(Celadon Mansion 1F Back)
CELADON_POKECENTER_1F Entrance	(Celadon)	->	CELADON_POKECENTER_1F Exit	(Celadon Center)
CELADON_GAME_CORNER Entrance	(Celadon)	->	CELADON_GAME_CORNER Exit	(Celadon Game Corner)
CELADON_GAME_CORNER_PRIZE_ROOM Entrance	(Celadon)	->	CELADON_GAME_CORNER_PRIZE_ROOM Exit	(Celadon Prize Corner)
CELADON_GYM Entrance	(Celadon Gym Outside)	->	CELADON_GYM Exit	(Celadon Gym)
CELADON_CAFE Entrance	(Celadon)	->	CELADON_CAFE Exit	(Celadon Caf?)
Route 7 to Saffron Gate Entrance	(Celadon)	->	Route 7 to Saffron Gate Exit	(Saffron/Route 7 Gate)
Route 7 to Saffron Gate Entrance 2	(Celadon)	->	Route 7 to Saffron Gate Exit 2	(Saffron/Route 7 Gate)
Route 15 to Fuschia Gate Entrance	(East Kanto)	->	Fuschia to Route 15 Exit	(Fuchsia/Route 15 Gate)
Route 15 to Fuschia Gate Entrance 2	(East Kanto)	->	Fuschia to Route 15 Exit 2	(Fuchsia/Route 15 Gate)
ROUTE_12_SUPER_ROD_HOUSE Entrance	(East Kanto)	->	ROUTE_12_SUPER_ROD_HOUSE Exit	(Super Rod House)
LAVENDER_POKECENTER_1F Entrance	(East Kanto)	->	LAVENDER_POKECENTER_1F Exit	(Lavender Center)
MR_FUJIS_HOUSE Entrance	(East Kanto)	->	MR_FUJIS_HOUSE Exit	(Fujis House)
LAVENDER_SPEECH_HOUSE Entrance	(East Kanto)	->	LAVENDER_SPEECH_HOUSE Exit	(Lavender Speech House)
LAVENDER_NAME_RATER Entrance	(East Kanto)	->	LAVENDER_NAME_RATER Exit	(Lavender Name Rater)
LAVENDER_MART Entrance	(East Kanto)	->	LAVENDER_MART Exit 2	(Lavender Mart)
SOUL_HOUSE Entrance	(East Kanto)	->	SOUL_HOUSE Exit	(Soul House)
LAV_RADIO_TOWER_1F Entrance	(East Kanto)	->	LAV_RADIO_TOWER_1F Exit	(Lavender Radio Tower)
VERMILION_FISHING_SPEECH_HOUSE Entrance	(Vermilion)	->	VERMILION_FISHING_SPEECH_HOUSE Exit	(Vermilion Fishing House)
VERMILION_POKECENTER_1F Entrance	(Vermilion)	->	VERMILION_POKECENTER_1F Exit	(Vermilion Center)
POKEMON_FAN_CLUB Entrance	(Vermilion)	->	POKEMON_FAN_CLUB Exit	(Fan Club)
VERMILION_MAGNET_TRAIN_SPEECH_HOUSE Entrance	(Vermilion)	->	VERMILION_MAGNET_TRAIN_SPEECH_HOUSE Exit	(Vermilion Train House)
VERMILION_MART Entrance	(Vermilion)	->	VERMILION_MART Exit 2	(Vermilion Mart)
VERMILION_DIGLETTS_CAVE_SPEECH_HOUSE Entrance	(Vermilion)	->	VERMILION_DIGLETTS_CAVE_SPEECH_HOUSE Exit	(Vermilion Diglett House)
VERMILION_GYM Entrance	(Vermillion Gym Access)	->	VERMILION_GYM Exit	(Vermilion Gym)
VERMILION_PORT_PASSAGE Entrance	(Vermilion)	->	VERMILION_PORT_PASSAGE Exit	(Vermilion Port House)
VERMILION_PORT_PASSAGE Entrance 2	(Vermilion)	->	VERMILION_PORT_PASSAGE Exit 2	(Vermilion Port House)
Vermilion Digletts Cave Entrance	(Snorlax)	->	Digletts Cave Vermilion Exit	(Digletts Cave Vermilion Side)
ROUTE_6_UNDERGROUND_PATH_ENTRANCE Entrance	(Vermilion Power)	->	Route 6 Underground 	(Route 6 Underground Gate)
Route 6 to Saffron Gate Entrance	(Vermilion)	->	Saffron to Route 6 Gate Exit	(Saffron/Route 6 Gate)
FIGHTING_DOJO Entrance	(Saffron)	->	FIGHTING_DOJO Exit	(Fighting Dojo)
SAFFRON_GYM Entrance	(Saffron)	->	Saffron Gym Exit 	(Saffron Gym South)
SAFFRON_MART Entrance	(Saffron)	->	SAFFRON_MART Exit 2	(Saffron Mart)
SAFFRON_POKECENTER_1F Entrance	(Saffron)	->	SAFFRON_POKECENTER_1F Exit	(Saffron Center)
MR_PSYCHICS_HOUSE Entrance	(Saffron)	->	MR_PSYCHICS_HOUSE Exit	(Mr Psychics House)
SAFFRON_MAGNET_TRAIN_STATION Entrance	(Saffron)	->	SAFFRON_MAGNET_TRAIN_STATION Exit 2	(Saffron Station)
SILPH_CO_1F Entrance	(Saffron)	->	SILPH_CO_1F Exit	(Silph Co)
